user_id,day_of_week,start_time,end_time
b140638e-552a-445d-8bda-a298e401bc52,SUNDAY,10:00:00,14:00:00
b140638e-552a-445d-8bda-a298e401bc52,TUESDAY,16:00:00,19:00:00
b140638e-552a-445d-8bda-a298e401bc52,SATURDAY,12:00:00,15:00:00
f5c7ecc2-3a63-45d3-aaa1-e19a55f4dd00,SUNDAY,05:00:00,08:00:00
f5c7ecc2-3a63-45d3-aaa1-e19a55f4dd00,FRIDAY,21:00:00,22:00:00
f5c7ecc2-3a63-45d3-aaa1-e19a55f4dd00,FRIDAY,02:00:00,06:00:00
f5c7ecc2-3a63-45d3-aaa1-e19a55f4dd00,SUNDAY,21:00:00,22:00:00
ca165c37-09bb-449b-b1d7-d7a4a4a0d2e9,WEDNESDAY,13:00:00,14:00:00
ca165c37-09bb-449b-b1d7-d7a4a4a0d2e9,THURSDAY,12:00:00,16:00:00
21e87f7d-1e00-429a-8ba8-089f1c926236,FRIDAY,06:00:00,09:00:00
21e87f7d-1e00-429a-8ba8-089f1c926236,SATURDAY,21:00:00,22:00:00
21e87f7d-1e00-429a-8ba8-089f1c926236,TUESDAY,14:00:00,17:00:00
da10438f-063d-455d-9b78-06c2d0ac987f,WEDNESDAY,11:00:00,14:00:00
da10438f-063d-455d-9b78-06c2d0ac987f,THURSDAY,07:00:00,09:00:00
d1bde51d-c6d0-43a2-9cd1-c594b65406c8,TUESDAY,21:00:00,22:00:00
d1bde51d-c6d0-43a2-9cd1-c594b65406c8,SUNDAY,10:00:00,14:00:00
252d1dc4-4848-40b5-b093-ab1ba275c850,WEDNESDAY,15:00:00,17:00:00
252d1dc4-4848-40b5-b093-ab1ba275c850,WEDNESDAY,11:00:00,13:00:00
252d1dc4-4848-40b5-b093-ab1ba275c850,FRIDAY,01:00:00,02:00:00
aa4b25a1-44ed-45f2-a9d8-77e538918975,MONDAY,01:00:00,04:00:00
f13fc022-14d0-4128-a23e-e4e9c8c26d99,MONDAY,05:00:00,09:00:00
f13fc022-14d0-4128-a23e-e4e9c8c26d99,FRIDAY,19:00:00,23:00:00
f13fc022-14d0-4128-a23e-e4e9c8c26d99,MONDAY,11:00:00,15:00:00
b4edd4cd-4558-4af6-bb70-5ca433fe552f,FRIDAY,04:00:00,07:00:00
9bf1864f-a5af-4760-b6a0-a7c0d299dd12,THURSDAY,21:00:00,23:00:00
9bf1864f-a5af-4760-b6a0-a7c0d299dd12,TUESDAY,09:00:00,13:00:00
0b4edd7d-85d9-4768-ae45-76cf701d998a,FRIDAY,17:00:00,21:00:00
22015eeb-03ce-4108-b5fd-07c9ef0297f7,SUNDAY,05:00:00,08:00:00
6a7712a7-4dfd-4b49-8072-4bf3eee21176,SUNDAY,12:00:00,16:00:00
6a7712a7-4dfd-4b49-8072-4bf3eee21176,MONDAY,04:00:00,07:00:00
6a7712a7-4dfd-4b49-8072-4bf3eee21176,TUESDAY,08:00:00,11:00:00
a05bd020-c4b8-4655-868d-904cc51bb568,TUESDAY,01:00:00,04:00:00
a05bd020-c4b8-4655-868d-904cc51bb568,WEDNESDAY,15:00:00,17:00:00
583cdc31-3fc6-46fe-82f9-d5e10ea7a48d,FRIDAY,20:00:00,21:00:00
a6b22652-8d76-422b-b887-1f43b1bd3c5c,TUESDAY,14:00:00,17:00:00
a6b22652-8d76-422b-b887-1f43b1bd3c5c,THURSDAY,00:00:00,03:00:00
1839fbb9-e6dc-4308-8495-e0ef967f5f23,SATURDAY,06:00:00,10:00:00
1839fbb9-e6dc-4308-8495-e0ef967f5f23,SUNDAY,00:00:00,02:00:00
a665fd6c-1cfe-477f-8e9f-3e71610e7ce1,MONDAY,09:00:00,11:00:00
a665fd6c-1cfe-477f-8e9f-3e71610e7ce1,THURSDAY,01:00:00,05:00:00
976769e7-3809-4762-8b09-f93085770813,SUNDAY,09:00:00,11:00:00
976769e7-3809-4762-8b09-f93085770813,SUNDAY,19:00:00,20:00:00
976769e7-3809-4762-8b09-f93085770813,MONDAY,14:00:00,17:00:00
c28c6462-c444-41b8-8161-96b1184f39d5,WEDNESDAY,08:00:00,09:00:00
c28c6462-c444-41b8-8161-96b1184f39d5,THURSDAY,15:00:00,19:00:00
4a74b524-8fb8-45c2-9f9d-ad69af682600,FRIDAY,15:00:00,18:00:00
4a74b524-8fb8-45c2-9f9d-ad69af682600,TUESDAY,21:00:00,22:00:00
4a74b524-8fb8-45c2-9f9d-ad69af682600,SATURDAY,03:00:00,07:00:00
4a74b524-8fb8-45c2-9f9d-ad69af682600,FRIDAY,20:00:00,22:00:00
6a4a149b-1978-4dc4-9825-26a88e68868d,FRIDAY,04:00:00,07:00:00
c404ab39-45bb-4c35-bb2b-e977b60ccaac,THURSDAY,05:00:00,06:00:00
c404ab39-45bb-4c35-bb2b-e977b60ccaac,FRIDAY,01:00:00,03:00:00
c404ab39-45bb-4c35-bb2b-e977b60ccaac,THURSDAY,09:00:00,12:00:00
b12914c5-0def-4e9f-b89a-af4b867ac1f6,SUNDAY,14:00:00,16:00:00
b12914c5-0def-4e9f-b89a-af4b867ac1f6,SUNDAY,08:00:00,11:00:00
523f5b0d-5889-4e84-a2e9-b2fd8f40a302,FRIDAY,12:00:00,16:00:00
523f5b0d-5889-4e84-a2e9-b2fd8f40a302,MONDAY,08:00:00,09:00:00
523f5b0d-5889-4e84-a2e9-b2fd8f40a302,TUESDAY,18:00:00,20:00:00
190804f6-1bf3-47a1-9aa0-318074483625,SATURDAY,05:00:00,08:00:00
190804f6-1bf3-47a1-9aa0-318074483625,FRIDAY,18:00:00,20:00:00
a08358bc-953e-4f92-a140-2f7bea47f645,SUNDAY,11:00:00,12:00:00
736724d9-ccbf-4954-8a0c-a3f70e8fda2e,MONDAY,08:00:00,12:00:00
736724d9-ccbf-4954-8a0c-a3f70e8fda2e,THURSDAY,08:00:00,12:00:00
736724d9-ccbf-4954-8a0c-a3f70e8fda2e,SATURDAY,05:00:00,09:00:00
736724d9-ccbf-4954-8a0c-a3f70e8fda2e,TUESDAY,04:00:00,07:00:00
91624fe5-9021-46f0-be00-51b328b98815,TUESDAY,19:00:00,23:00:00
91624fe5-9021-46f0-be00-51b328b98815,THURSDAY,21:00:00,22:00:00
91624fe5-9021-46f0-be00-51b328b98815,SATURDAY,08:00:00,11:00:00
91624fe5-9021-46f0-be00-51b328b98815,THURSDAY,12:00:00,13:00:00
f7aa57ea-5a80-4193-a54a-45ebbe144ee2,TUESDAY,20:00:00,22:00:00
f7aa57ea-5a80-4193-a54a-45ebbe144ee2,THURSDAY,07:00:00,10:00:00
f7aa57ea-5a80-4193-a54a-45ebbe144ee2,WEDNESDAY,02:00:00,06:00:00
c38c7484-f8b5-460e-a328-a2caf0686e7b,TUESDAY,19:00:00,23:00:00
c38c7484-f8b5-460e-a328-a2caf0686e7b,TUESDAY,15:00:00,19:00:00
c38c7484-f8b5-460e-a328-a2caf0686e7b,WEDNESDAY,13:00:00,15:00:00
c38c7484-f8b5-460e-a328-a2caf0686e7b,WEDNESDAY,11:00:00,12:00:00
80bafd01-25ae-4458-ad73-76292d0ea6ab,THURSDAY,02:00:00,04:00:00
80bafd01-25ae-4458-ad73-76292d0ea6ab,MONDAY,11:00:00,13:00:00
80bafd01-25ae-4458-ad73-76292d0ea6ab,SUNDAY,03:00:00,06:00:00
00566ea9-6f74-4cb8-9d42-6104e163956b,MONDAY,05:00:00,07:00:00
4a422fc3-3c03-4bff-af07-07a36b85e9d0,THURSDAY,00:00:00,04:00:00
4a422fc3-3c03-4bff-af07-07a36b85e9d0,SUNDAY,11:00:00,15:00:00
d5682b24-23a2-4247-98e0-b1f89432f6ec,THURSDAY,07:00:00,10:00:00
d5682b24-23a2-4247-98e0-b1f89432f6ec,FRIDAY,06:00:00,09:00:00
d5682b24-23a2-4247-98e0-b1f89432f6ec,FRIDAY,16:00:00,19:00:00
22bad2bf-e181-419e-91d1-787257e072f4,TUESDAY,05:00:00,08:00:00
22bad2bf-e181-419e-91d1-787257e072f4,SATURDAY,21:00:00,23:00:00
40f7a8c0-07f0-40a6-9ffb-f6460e9c5cc4,MONDAY,20:00:00,22:00:00
40f7a8c0-07f0-40a6-9ffb-f6460e9c5cc4,WEDNESDAY,04:00:00,06:00:00
a9d4bdff-907b-4aab-84b1-ea7e944ac05a,SATURDAY,11:00:00,15:00:00
a9d4bdff-907b-4aab-84b1-ea7e944ac05a,SUNDAY,20:00:00,22:00:00
a9d4bdff-907b-4aab-84b1-ea7e944ac05a,TUESDAY,10:00:00,14:00:00
a9d4bdff-907b-4aab-84b1-ea7e944ac05a,THURSDAY,09:00:00,10:00:00
2e09f2e8-f7de-434e-8c14-8415d8f7338d,FRIDAY,13:00:00,15:00:00
2e09f2e8-f7de-434e-8c14-8415d8f7338d,WEDNESDAY,13:00:00,14:00:00
2e09f2e8-f7de-434e-8c14-8415d8f7338d,FRIDAY,17:00:00,19:00:00
2e09f2e8-f7de-434e-8c14-8415d8f7338d,MONDAY,09:00:00,12:00:00
da22345c-a3b8-458d-bf33-9e6b792f9edc,THURSDAY,03:00:00,07:00:00
da22345c-a3b8-458d-bf33-9e6b792f9edc,MONDAY,16:00:00,20:00:00
da22345c-a3b8-458d-bf33-9e6b792f9edc,SATURDAY,06:00:00,08:00:00
da22345c-a3b8-458d-bf33-9e6b792f9edc,TUESDAY,20:00:00,21:00:00
a6123b7f-3e78-440d-a17b-def7e60b5e9e,WEDNESDAY,05:00:00,06:00:00
a6123b7f-3e78-440d-a17b-def7e60b5e9e,SUNDAY,10:00:00,13:00:00
a6123b7f-3e78-440d-a17b-def7e60b5e9e,SUNDAY,04:00:00,06:00:00
c320701c-0533-44de-98d7-f1ae66052348,SUNDAY,10:00:00,11:00:00
c320701c-0533-44de-98d7-f1ae66052348,MONDAY,04:00:00,06:00:00
c320701c-0533-44de-98d7-f1ae66052348,THURSDAY,04:00:00,07:00:00
91a4c593-fe3e-45b5-ae7b-fabde8f98d3c,TUESDAY,13:00:00,17:00:00
91a4c593-fe3e-45b5-ae7b-fabde8f98d3c,SUNDAY,14:00:00,15:00:00
91a4c593-fe3e-45b5-ae7b-fabde8f98d3c,SUNDAY,04:00:00,06:00:00
d126af8f-a459-404e-8ec0-82e84f1b6220,TUESDAY,16:00:00,19:00:00
d126af8f-a459-404e-8ec0-82e84f1b6220,FRIDAY,04:00:00,08:00:00
d126af8f-a459-404e-8ec0-82e84f1b6220,WEDNESDAY,17:00:00,21:00:00
53625432-d937-436b-b498-1ae2abd83a3b,TUESDAY,20:00:00,23:00:00
53625432-d937-436b-b498-1ae2abd83a3b,MONDAY,17:00:00,19:00:00
53625432-d937-436b-b498-1ae2abd83a3b,MONDAY,13:00:00,16:00:00
56532f41-f23d-4aaf-bddc-45cc262fa5df,TUESDAY,09:00:00,13:00:00
dbb4485c-923f-45e2-aebd-a8b45afb9ec8,THURSDAY,15:00:00,17:00:00
8c9ba297-4f85-4bc8-9dc1-041126901e1d,SUNDAY,06:00:00,09:00:00
8c9ba297-4f85-4bc8-9dc1-041126901e1d,SATURDAY,12:00:00,13:00:00
8c9ba297-4f85-4bc8-9dc1-041126901e1d,WEDNESDAY,17:00:00,21:00:00
8c9ba297-4f85-4bc8-9dc1-041126901e1d,MONDAY,03:00:00,05:00:00
60d166e9-f248-4b7d-a75f-4d7f09d7374e,MONDAY,13:00:00,17:00:00
60d166e9-f248-4b7d-a75f-4d7f09d7374e,FRIDAY,11:00:00,12:00:00
d8dd4b4f-8a7b-4f89-a0c4-d941eb5f41fa,WEDNESDAY,01:00:00,02:00:00
d8dd4b4f-8a7b-4f89-a0c4-d941eb5f41fa,FRIDAY,03:00:00,04:00:00
d8dd4b4f-8a7b-4f89-a0c4-d941eb5f41fa,FRIDAY,02:00:00,05:00:00
3b397517-1a40-4942-ae90-c43029417bda,TUESDAY,12:00:00,15:00:00
00f0947e-8dfc-45fb-8354-4be43fbf9763,SUNDAY,18:00:00,20:00:00
756ab36f-db41-489b-9e8f-5cc2ce0ceeab,FRIDAY,21:00:00,22:00:00
756ab36f-db41-489b-9e8f-5cc2ce0ceeab,WEDNESDAY,04:00:00,07:00:00
000335cd-67b2-4578-ab2b-5ab6d986583b,SUNDAY,07:00:00,11:00:00
000335cd-67b2-4578-ab2b-5ab6d986583b,FRIDAY,06:00:00,09:00:00
6506e939-c2d2-4644-a3c6-243fca4fc8b8,TUESDAY,08:00:00,11:00:00
6506e939-c2d2-4644-a3c6-243fca4fc8b8,FRIDAY,16:00:00,20:00:00
f8ce2575-8e1c-4a36-b065-95c615fcb45b,WEDNESDAY,13:00:00,14:00:00
ad5dca9c-8564-443b-a735-55b4dde40f4e,FRIDAY,03:00:00,07:00:00
ad5dca9c-8564-443b-a735-55b4dde40f4e,THURSDAY,10:00:00,13:00:00
9f96c945-88fc-4636-b00a-e0403b179579,FRIDAY,12:00:00,13:00:00
9f96c945-88fc-4636-b00a-e0403b179579,THURSDAY,12:00:00,14:00:00
9f96c945-88fc-4636-b00a-e0403b179579,THURSDAY,21:00:00,22:00:00
9f96c945-88fc-4636-b00a-e0403b179579,MONDAY,13:00:00,15:00:00
7413505d-74cd-4ff3-86b5-d79509e03b2c,THURSDAY,02:00:00,04:00:00
c3616ea8-8f6c-4e7b-a1af-7cfd5195d99e,MONDAY,04:00:00,07:00:00
c3616ea8-8f6c-4e7b-a1af-7cfd5195d99e,SATURDAY,15:00:00,18:00:00
0b76cadd-6fe1-47e0-b477-5f0ff145dc77,SATURDAY,16:00:00,19:00:00
70c66a71-bcc0-416f-b492-2319460f7ee2,FRIDAY,09:00:00,10:00:00
70c66a71-bcc0-416f-b492-2319460f7ee2,FRIDAY,15:00:00,16:00:00
70c66a71-bcc0-416f-b492-2319460f7ee2,FRIDAY,07:00:00,09:00:00
cb00d5a0-b2ca-4a27-b5e6-93dd629dbaf5,TUESDAY,10:00:00,14:00:00
cb00d5a0-b2ca-4a27-b5e6-93dd629dbaf5,THURSDAY,00:00:00,02:00:00
a10081e9-3464-4874-b57e-8bf06873a292,SUNDAY,05:00:00,06:00:00
a10081e9-3464-4874-b57e-8bf06873a292,THURSDAY,01:00:00,02:00:00
140123ef-6be0-4909-923f-5e7edb2fc6b7,MONDAY,12:00:00,14:00:00
140123ef-6be0-4909-923f-5e7edb2fc6b7,THURSDAY,20:00:00,21:00:00
140123ef-6be0-4909-923f-5e7edb2fc6b7,SATURDAY,02:00:00,06:00:00
d33d1503-2cf4-47db-8dd8-654156a4292a,TUESDAY,03:00:00,05:00:00
d33d1503-2cf4-47db-8dd8-654156a4292a,FRIDAY,15:00:00,19:00:00
91950316-194a-47d3-8d7b-293b8fe62c58,SATURDAY,14:00:00,16:00:00
91950316-194a-47d3-8d7b-293b8fe62c58,WEDNESDAY,16:00:00,17:00:00
91950316-194a-47d3-8d7b-293b8fe62c58,TUESDAY,08:00:00,09:00:00
ccea7270-e0cf-48be-9090-fc90cf79cb5d,SUNDAY,12:00:00,14:00:00
ccea7270-e0cf-48be-9090-fc90cf79cb5d,TUESDAY,12:00:00,15:00:00
ccea7270-e0cf-48be-9090-fc90cf79cb5d,WEDNESDAY,19:00:00,20:00:00
ccea7270-e0cf-48be-9090-fc90cf79cb5d,FRIDAY,13:00:00,16:00:00
fac373e4-fc6c-4c7d-b1c9-5b4ad2646c99,SUNDAY,17:00:00,19:00:00
fac373e4-fc6c-4c7d-b1c9-5b4ad2646c99,WEDNESDAY,04:00:00,07:00:00
8ea11217-048b-4e1c-8f9f-e8012913542a,SATURDAY,21:00:00,22:00:00
8ea11217-048b-4e1c-8f9f-e8012913542a,WEDNESDAY,11:00:00,13:00:00
c2107fd5-4bc3-4ec1-9b45-aa2605056853,THURSDAY,19:00:00,20:00:00
c2107fd5-4bc3-4ec1-9b45-aa2605056853,THURSDAY,16:00:00,18:00:00
284bde01-c485-47d6-9360-99af8de06f84,THURSDAY,14:00:00,17:00:00
284bde01-c485-47d6-9360-99af8de06f84,THURSDAY,20:00:00,21:00:00
284bde01-c485-47d6-9360-99af8de06f84,THURSDAY,07:00:00,10:00:00
9c01e2c3-a7b4-4caf-b796-eb930585635e,THURSDAY,19:00:00,23:00:00
9c01e2c3-a7b4-4caf-b796-eb930585635e,TUESDAY,04:00:00,06:00:00
f5b296ad-e722-4a99-a3ee-5f34cf1c9f75,SUNDAY,12:00:00,15:00:00
f5b296ad-e722-4a99-a3ee-5f34cf1c9f75,WEDNESDAY,04:00:00,06:00:00
f5b296ad-e722-4a99-a3ee-5f34cf1c9f75,SUNDAY,13:00:00,14:00:00
486ddc2e-6557-4c39-b552-fa3892373250,THURSDAY,09:00:00,12:00:00
486ddc2e-6557-4c39-b552-fa3892373250,SATURDAY,18:00:00,22:00:00
486ddc2e-6557-4c39-b552-fa3892373250,TUESDAY,09:00:00,12:00:00
2ba680d1-80c5-46d6-9d95-de1d9a326792,SUNDAY,04:00:00,07:00:00
